rowno,ptno,ptnm,addr,orgnm,wmyr,wmod,wmwk,wmdep,londgr,lonmin,lonsec,latdgr,latmin,latsec,wmcymd,itemlvl,itemamnt,itemtemp,itemph,itemdoc,itembod,itemcod,itemss,itemtcoli,itemtn,itemtp,itemcd,itemcn,itempb,itemcr6,itemas,itemhg,itemcu,itemabs,itempcb,itemop,itemmn,itemtrans,itemcloa,itemcl,itemzn,itemcr,itemfe,itemphenol,itemnhex,itemec,itemtce,itempce,itemno3n,itemnh3n,itemecoli,itempop,itemdtn,itemdtp,itemfl,itemcol,itemccl4,itemdceth,itemdcm,itembenzene,itemchcl3,itemtoc,itemdehp,itemantimon,itemdiox,itemhcho,itemhcb,itemni,itemba,itemse,createdate
65,1004A45,달천3A,충청북도 괴산군 불정면 하문리 조곡교,한강물환경연구소,2019,03,4회차,,127.00,52.00,47.00,36.00,52.00,50.00,2019.03.26,,4.8170,9.7000,8.3000,12.2000,0.8000,2.9000,2.7000,,2.5080,0.0240,,,,,,,,,,,,,,,,,,,,232.0000,,,1.9880,0.0250,,0.0030,2.4570,0.0090,,,,,,,,1.4000,,,,,,,,,
66,1007A57,복하천4,경기도 여주시 흥천면 상백리(상백교) 상백교,한강물환경연구소,2019,03,1회차,,127.00,32.00,40.00,37.00,21.00,39.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1007A57,복하천4,경기도 여주시 흥천면 상백리(상백교) 상백교,한강물환경연구소,2019,03,2회차,,127.00,32.00,40.00,37.00,21.00,39.00,2019.03.13,,3.4250,10.4000,8.0000,12.6000,3.2000,6.8000,5.1000,,10.9850,0.2350,,,,,,,,,,,,,12.9000,,,,,,,1125.0000,,,6.7600,2.1190,,0.1330,10.7900,0.2200,,,,,,,,3.5000,,,,,,,,,
68,1007A57,복하천4,경기도 여주시 흥천면 상백리(상백교) 상백교,한강물환경연구소,2019,03,3회차,,127.00,32.00,40.00,37.00,21.00,39.00,2019.03.20,,2.7370,13.8000,7.6000,10.3000,4.3000,7.6000,3.0000,,11.7200,0.2800,,,,,,,,,,,,,13.2000,,,,,,,1184.0000,,,5.3520,2.1420,,0.1370,11.4150,0.1900,,,,,,,,3.8000,,,,,,,,,
69,1007A57,복하천4,경기도 여주시 흥천면 상백리(상백교) 상백교,한강물환경연구소,2019,03,4회차,,127.00,32.00,40.00,37.00,21.00,39.00,2019.03.27,,2.9410,16.2000,8.0000,11.5000,5.4000,7.0000,4.3000,,11.5550,0.2400,,,,,,,,,,,,,8.2000,,,,,,,1217.0000,,,6.6400,2.2190,,0.1310,10.7850,0.1650,,,,,,,,3.8000,,,,,,,,,
70,1016A45,경안천3A,경기도 광주시 오포읍 매산리 매산리보,한강물환경연구소,2019,03,1회차,,127.00,14.00,28.00,37.00,21.00,24.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1016A45,경안천3A,경기도 광주시 오포읍 매산리 매산리보,한강물환경연구소,2019,03,2회차,,127.00,14.00,28.00,37.00,21.00,24.00,2019.03.14,,1.6070,7.8000,7.9000,12.5000,2.4000,7.1000,4.7000,,6.1230,0.1180,,,,,,,,,,,,,,,,,,,,485.0000,,,3.3080,1.1390,,0.0110,5.8630,0.0680,,,,,,,,3.6000,,,,,,,,,
72,1016A45,경안천3A,경기도 광주시 오포읍 매산리 매산리보,한강물환경연구소,2019,03,3회차,,127.00,14.00,28.00,37.00,21.00,24.00,2019.03.21,,5.9740,11.0000,7.6000,10.7000,5.7000,7.4000,9.1000,,5.1650,0.1380,,,,,,,,,,,,,,,,,,,,417.0000,,,2.3710,1.3230,,0.0260,4.7100,0.0550,,,,,,,,3.6000,,,,,,,,,
73,1016A45,경안천3A,경기도 광주시 오포읍 매산리 매산리보,한강물환경연구소,2019,03,4회차,,127.00,14.00,28.00,37.00,21.00,24.00,2019.03.29,,2.7910,15.3000,7.8000,10.3000,6.6000,7.6000,12.6000,,6.0080,0.1280,,,,,,,,,,,,,,,,,,,,475.0000,,,2.9530,1.4770,,0.0230,5.5400,0.0480,,,,,,,,3.7000,,,,,,,,,
74,1016A75,경안천5A,경기도 광주시 초월면 서하리(서하보) 서하보,한강물환경연구소,2019,03,1회차,,127.00,18.00,49.00,37.00,26.00,13.00,2019.03.06,,3.2630,9.9000,8.4000,11.2000,3.4000,6.3000,5.4000,,5.9880,0.0600,,,,,,,,,,,,,20.4000,,,,,,,479.0000,,,4.4160,0.7190,,0.0090,5.9790,0.0240,,,,,,,,3.4000,,,,,,,,,
75,1016A75,경안천5A,경기도 광주시 초월면 서하리(서하보) 서하보,한강물환경연구소,2019,03,2회차,,127.00,18.00,49.00,37.00,26.00,13.00,2019.03.14,,3.5660,6.7000,8.0000,12.8000,4.5000,7.8000,8.7000,,6.5700,0.1200,,,,,,,,,,,,,55.2000,,,,,,,492.0000,,,4.3580,0.2560,,0.0080,6.1250,0.0600,,,,,,,,4.0000,,,,,,,,,
76,1016A75,경안천5A,경기도 광주시 초월면 서하리(서하보) 서하보,한강물환경연구소,2019,03,3회차,,127.00,18.00,49.00,37.00,26.00,13.00,2019.03.21,,14.1220,10.4000,7.7000,9.4000,5.0000,7.1000,17.6000,,5.6350,0.1150,,,,,,,,,,,,,43.0000,,,,,,,429.0000,,,3.0100,0.7810,,0.0110,5.2700,0.0400,,,,,,,,3.7000,,,,,,,,,
77,1016A75,경안천5A,경기도 광주시 초월면 서하리(서하보) 서하보,한강물환경연구소,2019,03,4회차,,127.00,18.00,49.00,37.00,26.00,13.00,2019.03.29,,4.2920,12.8000,8.0000,10.6000,3.1000,6.1000,9.3000,,5.3750,0.0750,,,,,,,,,,,,,26.8000,,,,,,,424.0000,,,3.5660,0.2480,,0.0080,5.1400,0.0250,,,,,,,,3.1000,,,,,,,,,
78,1018A30,중랑천1A,서울특별시 도봉구 도봉동 상도교,한강물환경연구소,2019,03,1회차,,127.00,3.00,12.00,37.00,41.00,1.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1018A30,중랑천1A,서울특별시 도봉구 도봉동 상도교,한강물환경연구소,2019,03,2회차,,127.00,3.00,12.00,37.00,41.00,1.00,2019.03.14,,1.8890,12.2000,7.1000,11.1000,2.6000,8.0000,5.2000,,9.4250,0.2000,,,,,,,,,,,,,,,,,,,,518.0000,,,6.9510,0.4270,,0.0710,9.3750,0.1600,,,,,,,,4.5000,,,,,,,,,
80,1018A30,중랑천1A,서울특별시 도봉구 도봉동 상도교,한강물환경연구소,2019,03,3회차,,127.00,3.00,12.00,37.00,41.00,1.00,2019.03.21,,3.1410,13.4000,7.1000,9.0000,10.5000,10.8000,18.0000,,8.6450,0.3250,,,,,,,,,,,,,,,,,,,,454.0000,,,3.8220,2.2740,,0.1180,8.4800,0.1800,,,,,,,,5.5000,,,,,,,,,
81,1018A30,중랑천1A,서울특별시 도봉구 도봉동 상도교,한강물환경연구소,2019,03,4회차,,127.00,3.00,12.00,37.00,41.00,1.00,2019.03.29,,1.8900,16.1000,7.4000,10.3000,6.1000,8.8000,7.2000,,9.1950,0.2550,,,,,,,,,,,,,,,,,,,,530.0000,,,5.1940,1.6760,,0.1050,8.8000,0.1500,,,,,,,,4.6000,,,,,,,,,
82,1021A20,임진강1A,경기 연천군 군남면 남계리(임진나루터) 임진나루터,한강물환경연구소,2019,03,1회차,,127.00,0.00,60.00,38.00,0.00,38.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2018B10,남강댐3,경상남도 진주시 대평면 하촌리,한국수자원공사,2019,03,15,8.0,127.00,58.00,38.00,35.00,12.00,24.00,2019.03.11,,,7.0000,7.8000,10.4000,2.1000,2.7000,2.4000,48.0000,0.9270,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,5.1000,,,,,0.0000,,123.0000,0.0000,0.0000,1.2000,0.0710,1.0000,0.0000,0.7890,0.0060,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.7000,,0.0000,0.0000,,0.0000,,,,
84,2403B10,감포댐,경상북도 경주시 감포읍 오류리 댐앞,한국수자원공사,2019,03,11,1.0,129.00,30.00,35.00,35.00,50.00,7.00,2019.03.05,38.4700,,8.7000,7.7000,11.8000,2.0000,2.4000,2.6000,0.0000,0.7920,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,2.3000,1.2000,,,,,0.0000,,92.0000,,,0.0000,0.6120,0.0000,0.0060,0.7130,0.0090,,,,,,,,2.2000,,0.0000,,,,,,,
85,2403B10,감포댐,경상북도 경주시 감포읍 오류리 댐앞,한국수자원공사,2019,03,13,9.0,129.00,30.00,35.00,35.00,50.00,7.00,2019.03.05,,,8.8000,7.9000,11.8000,2.0000,2.4000,2.6000,8.0000,0.8700,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,1.5000,,,,,0.0000,,91.0000,,,0.0000,0.6330,0.0000,0.0050,0.7470,0.0070,,,,,,,,2.2000,,0.0000,,,,,,,
86,2101B30,안계댐,경상북도 경주시 강동면 안계리,한국수자원공사,2019,03,11,1.0,129.00,16.00,4.00,36.00,0.00,37.00,2019.03.04,42.3500,,8.0000,8.5000,12.9000,3.2000,3.9000,2.6000,11.0000,1.3160,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,1.4000,6.0000,,,,,0.0000,,132.0000,0.0000,0.0000,0.0000,1.1240,0.0000,0.0080,1.2120,0.0110,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
87,2101B30,안계댐,경상북도 경주시 강동면 안계리,한국수자원공사,2019,03,13,9.0,129.00,16.00,4.00,36.00,0.00,37.00,2019.03.04,,,7.8000,8.2000,12.5000,2.9000,3.5000,2.4000,10.0000,1.2570,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,7.6000,,,,,0.0000,,130.0000,0.0000,0.0000,0.0000,1.0890,1.0000,0.0090,1.1980,0.0100,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.1000,,0.0000,0.0000,,0.0000,,,,
88,2012B20,영천댐1,경상북도 영천시 자양면 삼매동 댐앞,한국수자원공사,2019,03,11,1.0,129.00,1.00,18.00,36.00,4.00,13.00,2019.03.04,150.6600,,7.7000,8.5000,12.3000,2.9000,4.2000,1.6000,0.0000,1.5090,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,1.8000,3.3000,,,,,0.0000,,135.0000,0.0000,0.0000,0.0000,1.3170,0.0000,0.0110,1.4320,0.0130,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
89,2012B20,영천댐1,경상북도 영천시 자양면 삼매동 댐앞,한국수자원공사,2019,03,13,10.0,129.00,1.00,18.00,36.00,4.00,13.00,2019.03.04,,,8.2000,8.3000,11.9000,3.0000,4.0000,1.6000,1.0000,1.4850,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,6.8000,,,,,0.0000,,120.0000,0.0000,0.0000,0.0000,1.3630,0.0000,0.0070,1.4210,0.0080,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
90,2012B20,영천댐1,경상북도 영천시 자양면 삼매동 댐앞,한국수자원공사,2019,03,15,20.0,129.00,1.00,18.00,36.00,4.00,13.00,2019.03.04,,,7.3000,8.1000,11.4000,3.0000,4.0000,2.0000,1.0000,1.5460,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,6.1000,,,,,0.0000,,134.0000,0.0000,0.0000,0.0000,1.2860,0.0000,0.0080,1.4880,0.0090,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
91,2012B10,영천댐2,경상북도 영천시 자양면 용산동 상기교,한국수자원공사,2019,03,11,1.0,129.00,3.00,8.00,36.00,4.00,48.00,2019.03.04,150.6600,,6.6000,8.1000,12.1000,3.1000,4.2000,1.8000,4.0000,1.4950,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,1.9000,2.8000,,,,,0.0000,,146.0000,0.0000,0.0000,0.0000,1.3520,0.0000,0.0080,1.4330,0.0090,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
92,2012B10,영천댐2,경상북도 영천시 자양면 용산동 상기교,한국수자원공사,2019,03,13,6.0,129.00,3.00,8.00,36.00,4.00,48.00,2019.03.04,,,6.2000,8.0000,12.1000,3.2000,4.3000,2.0000,0.0000,1.5780,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,3.6000,,,,,0.0000,,135.0000,0.0000,0.0000,0.0000,1.2160,0.0000,0.0090,1.4830,0.0100,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.1000,,0.0000,0.0000,,0.0000,,,,
93,2012B10,영천댐2,경상북도 영천시 자양면 용산동 상기교,한국수자원공사,2019,03,15,11.0,129.00,3.00,8.00,36.00,4.00,48.00,2019.03.04,,,7.5000,8.0000,11.6000,3.2000,4.1000,2.4000,1.0000,1.5310,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,5.0000,,,,,0.0000,,137.0000,0.0000,0.0000,0.0000,1.3290,0.0000,0.0090,1.5020,0.0100,,,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,,0.0000,0.0000,,0.0000,,,,
94,2503B30,구천댐,경상남도 거제시 신현읍 들고래,한국수자원공사,2019,03,11,0.5,128.00,38.00,17.00,34.00,49.00,14.00,2019.03.13,87.5600,,7.1000,7.3000,10.7000,1.5000,2.1000,4.0000,100.0000,1.3280,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,2.5000,0.8000,,,,,0.0000,,62.0000,0.0000,0.0000,0.2000,0.0130,0.0000,0.0050,1.0220,0.0070,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.4000,,0.0000,0.0000,,0.0000,,,,
95,1018A70,안양천2,경기도 안양시 비산동 비산대교,경기도 보건환경연구원,2019,03,1회차,,126.00,56.00,0.00,37.00,23.00,41.00,2019.03.04,,,13.9000,10.4000,7.7000,5.3000,7.5000,8.8000,800.0000,11.8020,0.0140,,,,,,,,,,,,,14.6000,,,,,,,790.0000,,,3.4700,7.7360,250.0000,,11.3760,0.0110,,,,,,,,6.1000,,,,,,,,,
96,1101A10,안성천2,경기도 안성시 공도읍 건천리 안성천교,경기도 보건환경연구원,2019,03,1회차,,127.00,10.00,31.00,36.00,57.00,48.00,2019.03.13,,,7.9000,8.1000,12.7000,5.5000,8.3000,6.4000,9000.0000,9.9280,0.1260,,,,,,,,,,,,,15.2000,,,,,,,758.0000,,,2.6890,5.6680,920.0000,0.0560,9.9140,0.1000,,,,,,,,5.7000,,,,,,,,,
97,1101B30,서호1,경기도 수원시 권선구 서둔동,경기도 보건환경연구원,2019,03,1회차,,126.00,59.00,12.00,37.00,16.00,30.00,2019.03.11,,,10.9000,9.1000,15.7000,6.5000,10.2000,18.4000,12.0000,5.3530,0.0500,,,,,,,,,,,,0.6000,86.4000,,,,,,,598.0000,,,4.6920,0.0110,5.0000,,5.3280,0.0230,,,,,,,,5.9000,,,,,,,,,
98,1101B45,신갈지3,경기도 용인시 기흥읍 하갈리 일양약품,경기도 보건환경연구원,2019,03,1회차,,127.00,5.00,43.00,37.00,15.00,19.00,2019.03.20,,,9.3000,8.0000,10.9000,2.3000,6.3000,3.8000,23.0000,7.8730,0.0280,,,,,,,,,,,,1.5000,14.3000,,,,,,,647.0000,,,2.3900,3.2380,4.0000,,7.8650,0.0170,,,,,,,,3.6000,,,,,,,,,
99,1101B50,신갈지2,경기도 용인시 기흥읍 공세리,경기도 보건환경연구원,2019,03,1회차,,127.00,5.00,59.00,37.00,14.00,24.00,2019.03.20,,,9.9000,7.9000,11.4000,2.4000,6.8000,4.3000,140.0000,7.8420,0.0440,,,,,,,,,,,,1.5000,12.2000,,,,,,,645.0000,,,2.5460,3.0850,38.0000,,7.5740,0.0150,,,,,,,,4.1000,,,,,,,,,
100,1101B75,고삼지3,경기도 안성시 양성면 쌍지리,경기도 보건환경연구원,2019,03,1회차,,127.00,18.00,27.00,37.00,5.00,58.00,2019.03.07,,,8.0000,7.8000,13.2000,2.7000,5.7000,2.6000,6.0000,2.6620,0.0210,,,,,,,,,,,,1.0000,10.8000,,,,,,,207.0000,,,1.9720,0.2250,3.0000,,2.5750,0.0080,,,,,,,,3.7000,,,,,,,,,
101,1006A75,원심천,강원도 원주시 문막읍 반계리(도전2교),한강유역환경청,2019,03,1회차,,127.00,46.00,1.00,37.00,18.00,37.00,2019.03.05,1.2500,0.1610,5.6000,7.8000,12.9000,0.8000,1.5000,0.4000,,2.5800,0.0140,,,,,,,,,,,,,,,,,,,,135.0000,,,,,,,,,,,,,,,,1.1000,,,,,,,,,
102,1006A75,원심천,강원도 원주시 문막읍 반계리(도전2교),한강유역환경청,2019,03,2회차,,127.00,46.00,1.00,37.00,18.00,37.00,2019.03.11,1.2500,0.1390,5.1000,7.8000,11.7000,1.0000,1.5000,0.6000,,2.5180,0.0200,,,,,,,,,,,,,,,,,,,,200.0000,,,,,,,,,,,,,,,,1.3000,,,,,,,,,
103,1006A75,원심천,강원도 원주시 문막읍 반계리(도전2교),한강유역환경청,2019,03,3회차,,127.00,46.00,1.00,37.00,18.00,37.00,2019.03.19,1.2500,0.1640,5.8000,7.8000,11.7000,1.3000,2.1000,0.6000,,2.5070,0.0280,,,,,,,,,,,,,,,,,,,,132.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
104,1006A75,원심천,강원도 원주시 문막읍 반계리(도전2교),한강유역환경청,2019,03,4회차,,127.00,46.00,1.00,37.00,18.00,37.00,2019.03.27,1.2800,0.1350,7.8000,7.8000,11.6000,1.1000,1.4000,0.4000,,2.5960,0.0360,,,,,,,,,,,,,,,,,,,,139.0000,,,,,,,,,,,,,,,,1.3000,,,,,,,,,
105,1006A63,삼산천,강원도 원주시 지정면 판대리,한강유역환경청,2019,03,1회차,,127.00,47.00,1.00,37.00,23.00,26.00,2019.03.05,1.6100,0.7410,6.9000,7.3000,11.2000,1.2000,2.2000,0.4000,,4.7810,0.0090,,,,,,,,,,,,,,,,,,,,184.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
106,1006A63,삼산천,강원도 원주시 지정면 판대리,한강유역환경청,2019,03,2회차,,127.00,47.00,1.00,37.00,23.00,26.00,2019.03.11,1.6100,0.6690,5.4000,7.6000,11.4000,1.2000,1.7000,0.4000,,3.7210,0.0120,,,,,,,,,,,,,,,,,,,,177.0000,,,,,,,,,,,,,,,,1.4000,,,,,,,,,
107,1006A63,삼산천,강원도 원주시 지정면 판대리,한강유역환경청,2019,03,3회차,,127.00,47.00,1.00,37.00,23.00,26.00,2019.03.19,1.6200,0.7300,7.1000,7.5000,11.6000,1.3000,1.9000,0.4000,,3.8500,0.0240,,,,,,,,,,,,,,,,,,,,166.0000,,,,,,,,,,,,,,,,1.7000,,,,,,,,,
138,4003A02,오수천-1,전라북도 장수군 산서면 사상리 영천교,영산강물환경연구소,2019,01,3회차,,127.00,22.00,38.00,35.00,34.00,15.00,2019.01.24,1.1600,0.2150,3.9000,7.7000,14.2000,0.6000,2.1000,0.9000,,2.4890,0.0110,,,,,,,,,,,,,,,,,,,,235.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
108,1021A20,임진강1A,경기 연천군 군남면 남계리(임진나루터) 임진나루터,한강물환경연구소,2019,03,2회차,,127.00,0.00,60.00,38.00,0.00,38.00,2019.03.13,,7.4640,6.3000,7.8000,12.5000,0.9000,2.7000,2.3000,,0.9510,0.0100,,,,,,,,,,,,,,,,,,,,193.0000,,,0.7570,0.0190,,0.0030,0.9400,0.0070,,,,,,,,1.1000,,,,,,,,,
109,1021A20,임진강1A,경기 연천군 군남면 남계리(임진나루터) 임진나루터,한강물환경연구소,2019,03,3회차,,127.00,0.00,60.00,38.00,0.00,38.00,2019.03.20,,3.0320,9.2000,8.0000,11.9000,1.2000,3.3000,1.4000,,1.0700,0.0170,,,,,,,,,,,,,,,,,,,,212.0000,,,0.7510,0.0360,,0.0010,1.0250,0.0070,,,,,,,,1.3000,,,,,,,,,
110,1021A20,임진강1A,경기 연천군 군남면 남계리(임진나루터) 임진나루터,한강물환경연구소,2019,03,4회차,,127.00,0.00,60.00,38.00,0.00,38.00,2019.03.27,,1.5880,10.0000,8.0000,11.7000,1.0000,3.1000,1.9000,,1.0680,0.0170,,,,,,,,,,,,,,,,,,,,177.0000,,,0.7690,0.0330,,0.0000,0.9960,0.0040,,,,,,,,1.4000,,,,,,,,,
111,1022A07,한탄강1A,강원도 철원군 갈말읍 군탄리,한강물환경연구소,2019,03,1회차,,127.00,17.00,59.00,38.00,10.00,26.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1022A07,한탄강1A,강원도 철원군 갈말읍 군탄리,한강물환경연구소,2019,03,2회차,,127.00,17.00,59.00,38.00,10.00,26.00,2019.03.12,,2.5330,6.5000,8.6000,14.0000,1.2000,3.0000,4.7000,,2.0840,0.0300,,,,,,,,,,,,,,,,,,,,151.0000,,,1.7780,0.0490,,0.0120,2.0710,0.0270,,,,,,,,1.3000,,,,,,,,,
113,1022A07,한탄강1A,강원도 철원군 갈말읍 군탄리,한강물환경연구소,2019,03,3회차,,127.00,17.00,59.00,38.00,10.00,26.00,2019.03.19,,3.0330,7.6000,8.3000,12.7000,1.4000,3.3000,1.9000,,2.3790,0.0360,,,,,,,,,,,,,,,,,,,,100.0000,,,2.0390,0.0370,,0.0050,2.3580,0.0170,,,,,,,,1.4000,,,,,,,,,
114,1022A07,한탄강1A,강원도 철원군 갈말읍 군탄리,한강물환경연구소,2019,03,4회차,,127.00,17.00,59.00,38.00,10.00,26.00,2019.03.26,,2.5940,8.9000,8.3000,12.0000,1.2000,3.4000,3.2000,,3.6550,0.0500,,,,,,,,,,,,,,,,,,,,176.0000,,,2.6390,0.1510,,0.0070,3.6350,0.0150,,,,,,,,1.7000,,,,,,,,,
115,1022A80,한탄강3-1A,경기도 연천군 전곡읍 마포리,한강물환경연구소,2019,03,1회차,,127.00,1.00,27.00,37.00,59.00,59.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1022A80,한탄강3-1A,경기도 연천군 전곡읍 마포리,한강물환경연구소,2019,03,2회차,,127.00,1.00,27.00,37.00,59.00,59.00,2019.03.13,,8.7800,7.3000,7.5000,11.6000,4.1000,10.0000,4.4000,,9.5950,0.1100,,,,,,,,,,,,,,,,,,,,1254.0000,,,3.6180,3.8210,,0.0130,9.4650,0.0540,,,,,,,,5.1000,,,,,,,,,
117,1022A80,한탄강3-1A,경기도 연천군 전곡읍 마포리,한강물환경연구소,2019,03,3회차,,127.00,1.00,27.00,37.00,59.00,59.00,2019.03.20,,9.9770,9.9000,7.4000,9.0000,7.3000,11.2000,5.1000,,11.3600,0.1150,,,,,,,,,,,,,,,,,,,,1244.0000,,,3.7420,4.2870,,0.0100,11.0400,0.0650,,,,,,,,6.5000,,,,,,,,,
118,1022A80,한탄강3-1A,경기도 연천군 전곡읍 마포리,한강물환경연구소,2019,03,4회차,,127.00,1.00,27.00,37.00,59.00,59.00,2019.03.27,,11.3860,10.8000,7.6000,9.7000,5.6000,9.3000,6.3000,,8.7050,0.1050,,,,,,,,,,,,,,,,,,,,1014.0000,,,3.6980,2.5580,,0.0050,8.4050,0.0400,,,,,,,,4.7000,,,,,,,,,
119,1023A22,임진강3A,경기도 파주시 파평면 두포리 전진교,한강물환경연구소,2019,03,1회차,,126.00,49.00,27.00,37.00,54.00,11.00,2019.03.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1023A22,임진강3A,경기도 파주시 파평면 두포리 전진교,한강물환경연구소,2019,03,2회차,,126.00,49.00,27.00,37.00,54.00,11.00,2019.03.14,,32.5380,7.9000,8.3000,14.9000,5.5000,8.1000,3.4000,,4.8200,0.1550,,,,,,,,,,,,,,,,,,,,709.0000,,,2.9930,0.6440,,0.0070,4.5100,0.0700,,,,,,,,3.7000,,,,,,,,,
121,1023A22,임진강3A,경기도 파주시 파평면 두포리 전진교,한강물환경연구소,2019,03,3회차,,126.00,49.00,27.00,37.00,54.00,11.00,2019.03.20,,47.8940,8.9000,8.0000,14.5000,5.2000,7.5000,13.2000,,4.4950,0.0850,,,,,,,,,,,,,,,,,,,,694.0000,,,2.4810,0.3980,,0.0050,4.0000,0.0600,,,,,,,,3.9000,,,,,,,,,
122,1023A22,임진강3A,경기도 파주시 파평면 두포리 전진교,한강물환경연구소,2019,03,4회차,,126.00,49.00,27.00,37.00,54.00,11.00,2019.03.27,,75.6740,10.3000,7.8000,10.6000,3.9000,6.7000,30.0000,,5.7400,0.1100,,,,,,,,,,,,,,,,,,,,837.0000,,,3.0220,0.9890,,0.0250,5.7300,0.0450,,,,,,,,3.6000,,,,,,,,,
123,1015A42,구운천,경기도 남양주시 화도읍 구암리 구운교,한강물환경연구소,2019,03,1회차,,127.00,22.00,36.00,37.00,40.00,39.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1015A42,구운천,경기도 남양주시 화도읍 구암리 구운교,한강물환경연구소,2019,03,2회차,,127.00,22.00,36.00,37.00,40.00,39.00,2019.03.11,,0.4560,6.2000,8.3000,10.7000,0.7000,2.7000,0.9000,5.0000,3.3880,0.0150,,,,,,0.0000,,,,,,,3.5000,,,,,,,180.0000,,,2.9670,0.0270,3.0000,0.0110,3.3170,0.0120,,,,,,,,1.3000,,,,,,,,,
125,1015A42,구운천,경기도 남양주시 화도읍 구암리 구운교,한강물환경연구소,2019,03,3회차,,127.00,22.00,36.00,37.00,40.00,39.00,2019.03.18,,0.5860,7.2000,8.1000,12.6000,0.9000,2.8000,1.1000,,3.4420,0.0170,,,,,,,,,,,,,4.7000,,,,,,,198.0000,,,3.0950,0.0200,,0.0110,3.3820,0.0160,,,,,,,,,,,,,,,,,
126,1015A42,구운천,경기도 남양주시 화도읍 구암리 구운교,한강물환경연구소,2019,03,4회차,,127.00,22.00,36.00,37.00,40.00,39.00,2019.03.25,,0.6970,6.6000,7.9000,12.7000,0.6000,2.3000,1.2000,,3.3300,0.0230,,,,,,,,,,,,,4.0000,,,,,,,166.0000,,,3.0140,0.0180,,0.0140,3.3200,0.0180,,,,,,,,,,,,,,,,,
127,1015A47,벽계천,경기도 양평군 서종면 수입리 수입교,한강물환경연구소,2019,03,1회차,,127.00,22.00,48.00,37.00,38.00,47.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1015A47,벽계천,경기도 양평군 서종면 수입리 수입교,한강물환경연구소,2019,03,2회차,,127.00,22.00,48.00,37.00,38.00,47.00,2019.03.11,,0.3700,5.0000,8.5000,10.5000,0.9000,3.1000,1.2000,59.0000,2.0190,0.0110,,,,,,0.0000,,,,,,,4.2000,,,,,,,124.0000,,,1.7230,0.0680,27.0000,0.0060,2.0150,0.0070,,,,,,,,1.6000,,,,,,,,,
